3046300,23594635,3,0.947368421,0.958041958
6959224,14581601,3,0.933333333,0.965517241
2467221,11627705,3,0.9,0.976470588
11627705,12345227,3,0.9,0.976470588
11627705,22197335,3,0.9,0.976470588
11627705,19994918,3,0.9,0.976470588
11627705,17728719,3,0.9,0.976470588
3422759,4336715,3,0.947368421,0.991304348
657801,3422759,3,0.9,0.926229508
3422759,8117216,3,0.947368421,0.982608696
3422759,13289545,3,0.947368421,0.982608696
3422759,22403259,3,0.947368421,0.991304348
3422759,11986970,3,0.947368421,0.947826087
3422759,20725036,3,0.947368421,0.991304348
3422759,12328424,3,0.947368421,0.982608696
3422759,5090669,3,0.947368421,0.991304348
3058818,3058819,3,0.944444444,0.957746479
3058819,17871427,3,0.944444444,0.992957746
20601755,20601756,3,0.947368421,0.970149254
10482004,11902597,3,0.945945946,0.985673352
2461169,7460369,3,1,1
2461169,19643373,3,0.962962963,0.965
2461169,19643372,3,0.962962963,0.965
2461169,7460370,3,1,1
22300980,22303544,3,0.952380952,0.950920245
18070587,22303544,3,0.954545455,0.93373494
7227024,11066054,3,0.941176471,0.983333333
8801744,11066054,3,0.911764706,0.949438202
10006681,11066054,3,0.970588235,0.994382022
5260867,20080077,3,0.964285714,0.983333333
15924093,16378626,3,0.909090909,0.915662651
10415388,16378626,3,0.909090909,0.963855422
8843442,16378626,3,0.909090909,0.975903614
7460369,12614306,3,1,1
12614306,19643373,3,0.962962963,0.965
12614306,19643372,3,0.962962963,0.965
7460370,12614306,3,1,1
18489831,18611368,3,0.90625,0.902857143
5271797,21733505,3,0.970588235,0.981481481
6288459,6288460,3,0.945205479,0.950819672
4889303,15854397,3,0.923076923,0.962025316
2467221,22197335,3,0.9,0.988095238
2467221,10601019,3,0.9,0.976470588
2467221,10368839,3,0.9,0.976470588
2467221,16924659,3,0.9,0.976470588
2467221,17728719,3,0.9,0.988095238
2467221,17791385,3,0.9,0.976470588
2467221,5523389,3,0.9,0.976470588
2467221,13834118,3,0.9,0.976470588
2150993,7257286,3,0.928571429,0.942567568
3024989,3024993,3,0.909090909,0.970149254
11776522,20735941,3,0.923076923,0.98757764
15299682,20735941,3,0.923076923,0.98757764
18850012,20514481,3,0.921568627,0.918158568
20514481,20898459,3,0.921568627,0.912820513
3229363,17557354,3,0.967741935,0.955555556
17557354,22423727,3,0.9,0.925581395
1244216,20492176,3,0.90625,0.947761194
4623012,7460369,3,1,1
4623012,19643373,3,0.962962963,0.965
4623012,19643372,3,0.962962963,0.965
4623012,7460370,3,1,1
3613198,19868933,3,0.928571429,0.979591837
2252378,3613198,3,0.928571429,0.989583333
1663419,3613198,3,0.928571429,0.989583333
3613198,17551461,3,0.928571429,0.979591837
3613198,14763206,3,0.928571429,0.979591837
3613198,21374275,3,0.928571429,0.989583333
1037968,3613198,3,0.928571429,0.979591837
3613198,22137915,3,0.928571429,0.979591837
3613198,20870396,3,0.928571429,0.989583333
3613198,9756057,3,0.928571429,0.958333333
1769771,3613198,3,0.928571429,0.979166667
3108499,3613198,3,0.928571429,0.979591837
17891160,18492101,3,0.9,0.982300885
10934628,13292215,3,0.960629921,0.996312684
557732,557734,3,0.97260274,0.992307692
7460369,8793826,3,1,1
8793826,19643373,3,0.962962963,0.965
8793826,19643372,3,0.962962963,0.965
7460370,8793826,3,1,1
16082064,23403205,3,0.973684211,0.995633188
1977837,16082064,3,0.973684211,0.995633188
11514180,16082064,3,0.973684211,0.995633188
7460369,18623183,3,1,1
18623183,19643373,3,0.962962963,0.965
18623183,19643372,3,0.962962963,0.965
7460370,18623183,3,1,1
15588201,16639229,3,0.923076923,0.99
7678253,22306604,3,0.95,0.973913043
6031248,6959224,3,0.933333333,0.965517241
16851953,16851954,3,0.9375,0.947674419
16851954,16851955,3,0.941176471,0.914893617
12543783,23630686,3,0.9375,0.973451327
7460369,8625346,3,1,1
8625346,19643373,3,0.962962963,0.965
8625346,19643372,3,0.962962963,0.965
7460370,8625346,3,1,1
2362445,19868933,3,0.928571429,0.979591837
2252378,2362445,3,0.928571429,0.989583333
1663419,2362445,3,0.928571429,0.989583333
2362445,17551461,3,0.928571429,0.979591837
2362445,14763206,3,0.928571429,0.979591837
2362445,21374275,3,0.928571429,0.989583333
1037968,2362445,3,0.928571429,0.979591837
2362445,22137915,3,0.928571429,0.979591837
2362445,20870396,3,0.928571429,0.989583333
2362445,9756057,3,0.928571429,0.958333333
1769771,2362445,3,0.928571429,0.979166667
2362445,3108499,3,0.928571429,0.979591837
4382405,20886787,3,0.941176471,0.983050847
3078767,3959503,3,0.933333333,0.990654206
3078767,8980221,3,0.933333333,0.981651376
19868933,20654105,3,0.928571429,0.979591837
2252378,20654105,3,0.928571429,0.989583333
1663419,20654105,3,0.928571429,0.989583333
17551461,20654105,3,0.928571429,0.979591837
14763206,20654105,3,0.928571429,0.979591837
20654105,21374275,3,0.928571429,0.989583333
1037968,20654105,3,0.928571429,0.979591837
20654105,22137915,3,0.928571429,0.979591837
20654105,20870396,3,0.928571429,0.989583333
9756057,20654105,3,0.928571429,0.958333333
1769771,20654105,3,0.928571429,0.979166667
3108499,20654105,3,0.928571429,0.979591837
20128728,23130941,3,0.916666667,0.976744186
367770,7460369,3,1,1
367770,19643373,3,0.962962963,0.965
367770,19643372,3,0.962962963,0.965
367770,7460370,3,1,1
7460369,14317425,3,1,1
14317425,19643373,3,0.962962963,0.965
14317425,19643372,3,0.962962963,0.965
7460370,14317425,3,1,1
615357,615358,3,0.944444444,0.979695431
3058818,17871426,3,0.944444444,0.992957746
3024985,3024988,3,0.9,0.966666667
7460369,18269745,3,1,1
18269745,19643373,3,0.962962963,0.965
18269745,19643372,3,0.962962963,0.965
7460370,18269745,3,1,1
4336715,16540473,3,0.947368421,0.991304348
657801,16540473,3,0.9,0.926229508
8117216,16540473,3,0.947368421,0.982608696
13289545,16540473,3,0.947368421,0.982608696
16540473,22403259,3,0.947368421,0.991304348
11986970,16540473,3,0.947368421,0.947826087
16540473,20725036,3,0.947368421,0.991304348
12328424,16540473,3,0.947368421,0.982608696
5090669,16540473,3,0.947368421,0.991304348
2825450,6959224,3,0.933333333,0.965517241
6780166,19950034,3,0.941176471,0.923076923
10369570,11066055,3,0.925925926,0.949191686
1704751,10369570,3,0.927272727,0.972789116
9499457,10369570,3,0.981481481,0.997690531
7460369,7760801,3,1,1
7760801,19643373,3,0.962962963,0.965
7760801,19643372,3,0.962962963,0.965
7460370,7760801,3,1,1
1856912,21925741,3,0.941176471,0.976215098
12345227,22197335,3,0.9,0.988095238
10601019,12345227,3,0.9,0.976470588
10368839,12345227,3,0.9,0.976470588
12345227,16924659,3,0.9,0.976470588
12345227,17728719,3,0.9,0.988095238
12345227,17791385,3,0.9,0.976470588
5523389,12345227,3,0.9,0.976470588
12345227,13834118,3,0.9,0.976470588
9109613,9265781,3,0.94,0.947521866
9265781,22712288,3,0.94,0.947521866
4336715,22271237,3,0.947368421,0.991304348
657801,22271237,3,0.9,0.926229508
8117216,22271237,3,0.947368421,0.982608696
13289545,22271237,3,0.947368421,0.982608696
22271237,22403259,3,0.947368421,0.991304348
11986970,22271237,3,0.947368421,0.947826087
20725036,22271237,3,0.947368421,0.991304348
12328424,22271237,3,0.947368421,0.982608696
5090669,22271237,3,0.947368421,0.991304348
2883828,22427840,3,0.933333333,0.942857143
7460369,12678589,3,1,1
12678589,19643373,3,0.962962963,0.965
12678589,19643372,3,0.962962963,0.965
7460370,12678589,3,1,1
14168494,19685311,3,1,1
6959224,16324741,3,0.933333333,0.965517241
7227024,8801744,3,0.911764706,0.944444444
7227024,10006681,3,0.970588235,0.988888889
635006,18293811,3,0.944444444,0.985074627
302936,635006,3,0.946428571,0.975429975
7460369,18269744,3,1,1
18269744,19643373,3,0.962962963,0.965
18269744,19643372,3,0.962962963,0.965
7460370,18269744,3,1,1
21754659,22728536,3,0.945945946,0.955128205
5055545,23484507,3,1,1
3577507,20128728,3,0.916666667,0.976744186
6188784,6959224,3,0.933333333,0.965517241
6959224,23596949,3,0.933333333,0.965517241
6959224,9325670,3,0.933333333,0.965517241
6959224,11993046,3,0.933333333,0.965517241
2418918,6959224,3,0.933333333,0.965517241
6959224,6980854,3,0.933333333,0.965517241
6959224,23613195,3,0.933333333,0.965517241
1424647,6959224,3,0.933333333,0.965517241
2461168,7460369,3,1,1
2461168,19643373,3,0.962962963,0.965
2461168,19643372,3,0.962962963,0.965
2461168,7460370,3,1,1
6419481,11066055,3,0.925925926,0.949191686
11066055,17534703,3,0.925925926,0.949191686
7976872,11066055,3,0.925925926,0.949191686
11066055,19993993,3,0.925925926,0.949191686
9499457,11066055,3,0.944444444,0.951501155
3024981,3024992,3,0.909090909,0.971830986
19994918,22197335,3,0.9,0.988095238
10601019,22197335,3,0.9,0.976470588
10368839,22197335,3,0.9,0.976470588
16924659,22197335,3,0.9,0.976470588
17791385,22197335,3,0.9,0.976470588
5523389,22197335,3,0.9,0.976470588
13834118,22197335,3,0.9,0.976470588
3597316,4336715,3,0.947368421,0.991304348
657801,3597316,3,0.9,0.926229508
3597316,8117216,3,0.947368421,0.982608696
3597316,13289545,3,0.947368421,0.982608696
3597316,22403259,3,0.947368421,0.991304348
3597316,11986970,3,0.947368421,0.947826087
3597316,20725036,3,0.947368421,0.991304348
3597316,12328424,3,0.947368421,0.982608696
3597316,5090669,3,0.947368421,0.991304348
13122204,17477957,3,0.956521739,0.967914439
12764800,18288470,3,0.9,0.92195122
7460369,21870537,3,1,1
19643373,21870537,3,0.962962963,0.965
19643372,21870537,3,0.962962963,0.965
7460370,21870537,3,1,1
19868933,20544327,3,0.928571429,0.979591837
2252378,20544327,3,0.928571429,0.989583333
1663419,20544327,3,0.928571429,0.989583333
17551461,20544327,3,0.928571429,0.979591837
14763206,20544327,3,0.928571429,0.979591837
20544327,21374275,3,0.928571429,0.989583333
1037968,20544327,3,0.928571429,0.979591837
20544327,22137915,3,0.928571429,0.979591837
20544327,20870396,3,0.928571429,0.989583333
9756057,20544327,3,0.928571429,0.958333333
1769771,20544327,3,0.928571429,0.979166667
3108499,20544327,3,0.928571429,0.979591837
7460369,8793825,3,1,1
8793825,19643373,3,0.962962963,0.965
8793825,19643372,3,0.962962963,0.965
7460370,8793825,3,1,1
607724,7130579,3,0.9,0.925373134
938889,7130579,3,0.9,0.925373134
7130579,14778878,3,0.9,0.925373134
13122191,17477951,3,1,1
16797551,16797552,3,1,1
4623013,7460369,3,1,1
4623013,19643373,3,0.962962963,0.965
4623013,19643372,3,0.962962963,0.965
4623013,7460370,3,1,1
11846837,15225841,3,0.911764706,0.968325792
2252378,19868933,3,0.928571429,0.969387755
15461843,19868933,3,0.928571429,0.979591837
1663419,19868933,3,0.928571429,0.969387755
12232011,19868933,3,0.928571429,0.979591837
3239010,19868933,3,0.928571429,0.979591837
19868933,23390255,3,0.928571429,0.979591837
19868933,20806023,3,0.928571429,0.979591837
7237618,19868933,3,0.928571429,0.979591837
13121131,19868933,3,0.928571429,0.979591837
19868933,21374275,3,0.928571429,0.969387755
19868933,20310134,3,0.928571429,0.979591837
17984312,19868933,3,0.928571429,0.979591837
6319887,19868933,3,0.928571429,0.979591837
14876163,19868933,3,0.928571429,0.979591837
15831694,19868933,3,0.928571429,0.979591837
19868933,20870396,3,0.928571429,0.969387755
19868933,21285620,3,0.928571429,0.979591837
978946,19868933,3,0.928571429,0.979591837
11066056,19868933,3,0.928571429,0.979591837
